"","name","post_mean","post_medi","post_025","post_975"
"50%","E34_vs_E33",0.113814340019211,0.113262154108042,-0.0544528852813972,0.283612664652104
"50%1","E44_vs_E34",-0.206496289274635,-0.205835469712629,-0.511796312145255,0.0970585911480132
"50%2","E44_vs_E33",-0.0926819492554241,-0.092616392776187,-0.397084745239241,0.210884857035994
